artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,estacion,tipo_lanzamiento,popularidad,reproducciones_previas,hit_viral,dia_semana,trimestre
David Guetta,Jazz,97,122,5,1,0,1,1,Wisin & Yandel,2014-07-05,2014,7,Verano,Album,100.0,27.877599774678362,0,5,3
Nicky Jam,Experimental,96,138,8,0,1,0,0,,2014-07-06,2014,7,Verano,Single,100.0,23.81624705770406,0,6,3
Martin Garrix,Country,98,217,5,0,0,1,0,,2014-07-07,2014,7,Verano,Single,100.0,16.223175349144555,0,0,3
Post Malone,Disco,120,334,6,0,0,1,0,,2014-07-07,2014,7,Verano,Single,100.0,53.933333602357074,0,0,3
Rosalía,Clásica,75,149,6,1,0,1,1,Coldplay,2014-07-08,2014,7,Verano,Single,1.0,1.224548484901077,0,1,3
Karol G,Indie,111,330,11,1,0,1,0,,2014-07-11,2014,7,Verano,Single,39.22273074730229,1.8420628812626572,0,4,3
Anitta,Dance,154,153,11,1,0,1,1,Rauw Alejandro,2014-07-13,2014,7,Verano,Single,2.696393853928221,2.1623471272238595,0,6,3
Maroon 5,Flamenco,64,384,7,1,1,0,0,,2014-07-14,2014,7,Verano,Single,100.0,8.51798787968667,0,0,3
Lil Baby,Hip Hop,102,423,10,1,0,1,1,Katy Perry,2014-07-17,2014,7,Verano,Single,100.0,15.499671024391168,0,3,3
Anuel AA,Flamenco,60,273,0,1,0,1,1,Maroon 5,2014-07-19,2014,7,Verano,Album,1.7940150309466834,1.1720953474391622,0,5,3
Lil Nas X,Reggaeton,143,86,5,0,0,1,0,,2014-07-19,2014,7,Verano,Album,100.0,45.6404187365527,0,5,3
Coldplay,Reggaeton,103,232,7,1,0,1,1,Billie Eilish,2014-07-20,2014,7,Verano,Album,6.231550493948922,25.145719337851027,0,6,3
Peso Pluma,Punk,147,321,0,1,0,1,0,,2014-07-20,2014,7,Verano,Single,1.0,1.0,0,6,3
Taylor Swift,Funk,126,215,6,0,0,1,0,,2014-07-23,2014,7,Verano,Single,1.0,14.243905007305633,0,2,3
Harry Styles,Punk,88,381,4,1,1,0,1,Taylor Swift,2014-07-24,2014,7,Verano,Single,100.0,115.68106966943937,0,3,3
Sebastian Yatra,Folk,101,253,0,0,0,1,1,Bruno Mars,2014-07-24,2014,7,Verano,Album,1.0,1.1498957249849533,0,3,3
Manuel Turizo,Lofi,102,250,8,1,0,1,1,Camila Cabello,2014-07-26,2014,7,Verano,Single,1.0,5.108408425620695,0,5,3
Jhayco,Rock,126,324,10,0,0,1,1,Zara Larsson,2014-07-28,2014,7,Verano,Single,9.254478494879931,4.215203886985325,0,0,3
David Guetta,Jazz,93,231,0,1,0,1,0,,2014-07-29,2014,7,Verano,Album,100.0,17.75922898694067,0,1,3
Travis Scott,K-Pop,84,179,5,0,0,1,0,,2014-07-29,2014,7,Verano,Single,1.7599672139434988,1.57866290444914,0,1,3
Demi Lovato,Metal,102,200,1,0,0,1,0,,2014-07-31,2014,7,Verano,Single,1.8092834520130443,19.34937147649275,0,3,3
Harry Styles,Electrónica,148,568,3,0,1,0,0,,2014-07-31,2014,7,Verano,Single,100.0,102.07321266899984,0,3,3
Beyoncé,Hip Hop,76,200,0,1,0,1,0,,2014-08-01,2014,8,Verano,Single,1.0,9.956358273309448,0,4,3
Charlie Puth,Funk,116,448,7,0,0,1,0,,2014-08-01,2014,8,Verano,Single,1.0,11.446383314984452,0,4,3
Anitta,Dance,114,239,10,1,0,1,0,,2014-08-02,2014,8,Verano,Album,5.055989622174285,1.4982811744622029,0,5,3
Blackpink,Latino,85,242,3,0,0,1,0,,2014-08-02,2014,8,Verano,Album,5.135075196592455,16.39338855031151,0,5,3
Maluma,Indie,144,179,8,1,1,0,0,,2014-08-02,2014,8,Verano,Single,1.0,11.147532862346399,1,5,3
Migos,Indie,78,298,2,1,0,1,0,,2014-08-02,2014,8,Verano,Single,1.0,1.2086569552577808,0,5,3
Megan Thee Stallion,Drill,113,270,6,1,0,1,0,,2014-08-05,2014,8,Verano,Album,1.0,7.320464997888577,0,1,3
SZA,Techno,123,363,0,0,0,1,0,,2014-08-07,2014,8,Verano,Album,83.63634669164249,1.0,0,3,3
Sebastian Yatra,Urbano,135,421,0,1,0,1,1,Wisin & Yandel,2014-08-07,2014,8,Verano,Single,1.0,9.812100333751179,0,3,3
Beyoncé,Hip Hop,181,173,0,1,0,1,1,Travis Scott,2014-08-08,2014,8,Verano,Single,1.0,1.0684145289517093,0,4,3
Paulo Londra,Urbano,100,217,7,0,0,1,1,Wisin & Yandel,2014-08-08,2014,8,Verano,Single,100.0,53.8689975532302,0,4,3
Tini,Hip Hop,92,274,0,0,0,1,0,,2014-08-08,2014,8,Verano,Album,6.331780614551726,1.1292162292358712,1,4,3
Shawn Mendes,Clásica,113,239,1,1,0,1,1,Cardi B,2014-08-10,2014,8,Verano,Single,100.0,22.446204884699238,0,6,3
Alan Walker,Funk,131,193,11,0,0,1,1,Tini,2014-08-13,2014,8,Verano,Single,1.0,1.0242599578788367,0,2,3
Lady Gaga,House,93,109,10,0,0,1,0,,2014-08-14,2014,8,Verano,Single,1.9715579173160582,1.211196289173277,0,3,3
Rihanna,Funk,112,154,7,0,0,1,0,,2014-08-14,2014,8,Verano,Single,20.265504001337266,33.4073330888505,0,3,3
Adele,Rock,155,207,4,0,1,0,1,Farruko,2014-08-15,2014,8,Verano,Single,1.0,0.574422093530591,0,4,3
BTS,House,129,181,11,1,0,1,0,,2014-08-15,2014,8,Verano,Album,1.0,1.0,0,4,3
Paulo Londra,Pop Latino,94,250,1,1,0,1,0,,2014-08-16,2014,8,Verano,Album,100.0,53.69034529500048,0,5,3
Taylor Swift,Funk,150,223,5,1,0,1,0,,2014-08-16,2014,8,Verano,Single,1.0,22.829331010472433,0,5,3
Blackpink,Latino,101,222,7,0,1,0,0,,2014-08-17,2014,8,Verano,Album,12.559059720958532,2.3619535332688772,1,6,3
David Guetta,Lofi,60,237,3,0,1,0,0,,2014-08-19,2014,8,Verano,Single,100.0,49.912399506389626,0,1,3
SZA,Techno,141,368,10,0,1,0,1,Dua Lipa,2014-08-21,2014,8,Verano,Single,1.0,30.557719155607202,0,3,3
Doja Cat,Funk,85,348,5,1,1,0,0,,2014-08-22,2014,8,Verano,Single,1.0,1.3503872869034803,0,4,3
María Becerra,Country,117,237,1,1,1,0,1,Rauw Alejandro,2014-08-24,2014,8,Verano,Single,10.440321752097383,9.2340090415907,0,6,3
Sam Smith,Funk,63,210,3,0,1,0,1,The Kid LAROI,2014-08-26,2014,8,Verano,Album,56.53791041831444,11.352339525587706,0,1,3
Justin Bieber,Electrónica,137,227,1,0,0,1,1,Young Thug,2014-08-28,2014,8,Verano,Single,1.8677632529421724,4.4686734923173885,0,3,3
Eminem,Urbano,115,253,5,1,0,1,0,,2014-08-29,2014,8,Verano,Single,1.0,1.1948887625690214,0,4,3
Post Malone,Disco,112,188,2,0,0,1,0,,2014-08-30,2014,8,Verano,Single,100.0,2.585442136441587,0,5,3
Alan Walker,Reggaeton,92,340,1,1,0,1,1,Farruko,2014-08-31,2014,8,Verano,Single,1.0,1.0206745192041782,0,6,3
Billie Eilish,Reggaeton,109,389,7,1,0,1,0,,2014-08-31,2014,8,Verano,Single,1.0,1.0,0,6,3
The Weeknd,Synthwave,131,298,1,0,0,1,0,,2014-08-31,2014,8,Verano,Single,60.338315232881776,14.958936325212555,0,6,3
María Becerra,Soul,86,328,6,0,1,0,0,,2014-09-03,2014,9,Otoño,Single,4.378509269927656,5.351109733152275,0,2,3
BTS,House,144,193,2,0,0,1,0,,2014-09-05,2014,9,Otoño,Album,1.0,1.0,0,4,3
Jhayco,Urbano,187,232,9,0,0,1,1,Sam Smith,2014-09-06,2014,9,Otoño,Album,20.41317775141336,4.909319608927854,0,5,3
Taylor Swift,Funk,98,192,6,0,0,1,1,Anuel AA,2014-09-07,2014,9,Otoño,Album,1.0,7.2870013565336675,0,6,3
Shakira,Hip Hop,60,221,10,0,0,1,1,Beyoncé,2014-09-09,2014,9,Otoño,Single,1.0,1.0086676235586962,0,1,3
Wisin & Yandel,Rock,133,211,7,1,0,1,1,Farruko,2014-09-09,2014,9,Otoño,Single,87.39264853713433,14.580681465574356,0,1,3
Billie Eilish,Reggaeton,79,185,4,0,1,0,0,,2014-09-10,2014,9,Otoño,Single,1.0,6.924273655169318,0,2,3
Don Omar,Experimental,128,223,6,0,1,0,1,Camila Cabello,2014-09-13,2014,9,Otoño,Album,1.659951088372526,3.1558362820448482,0,5,3
Zara Larsson,Techno,168,239,5,1,0,1,0,,2014-09-14,2014,9,Otoño,Album,17.349201370845307,6.630481145110629,0,6,3
Calvin Harris,Metal,83,260,1,1,0,1,0,,2014-09-18,2014,9,Otoño,Single,9.190457038173056,2.7386830030908036,1,3,3
Ozuna,Lofi,83,427,10,0,0,1,0,,2014-09-18,2014,9,Otoño,Album,100.0,37.416415996844094,0,3,3
Paulo Londra,Urbano,107,405,6,1,0,1,1,Feid,2014-09-18,2014,9,Otoño,Album,100.0,119.22246018154783,1,3,3
The Weeknd,Synthwave,133,361,6,1,0,1,0,,2014-09-18,2014,9,Otoño,Single,11.196164235286204,1.7638517639751372,0,3,3
Adele,K-Pop,135,193,3,0,1,0,1,David Guetta,2014-09-21,2014,9,Otoño,Single,1.0,0.9076928407695893,0,6,3
Migos,Country,107,280,1,1,1,0,0,,2014-09-22,2014,9,Otoño,Single,1.0,1.2429073328256126,0,0,3
Wisin & Yandel,Rock,135,396,9,1,1,0,0,,2014-09-22,2014,9,Otoño,Single,1.2147260517630696,24.47835269692569,0,0,3
Drake,Clásica,153,296,3,1,0,1,1,Don Omar,2014-09-24,2014,9,Otoño,Single,100.0,28.76873164234026,0,2,3
Jack Harlow,Reggaeton,152,310,10,1,0,1,0,,2014-09-24,2014,9,Otoño,Album,1.0,1.0,0,2,3
Shakira,Hip Hop,89,196,11,0,0,1,0,,2014-09-25,2014,9,Otoño,Single,1.0,1.0087492780668346,0,3,3
Nicki Minaj,Reggaeton,102,192,5,0,0,1,1,Demi Lovato,2014-09-26,2014,9,Otoño,Single,100.0,12.139655409640795,0,4,3
Feid,Electrónica,60,145,9,1,0,1,1,David Guetta,2014-09-28,2014,9,Otoño,Single,77.47881794161611,26.99845664443878,0,6,3
Travis Scott,K-Pop,126,127,8,1,0,1,1,J Balvin,2014-10-03,2014,10,Otoño,Album,3.529213837051999,21.352683269192156,0,4,4
Adele,Rock,111,255,2,1,1,0,0,,2014-10-04,2014,10,Otoño,Album,1.0,3.9416363580956513,0,5,4
Ariana Grande,Techno,149,189,8,0,1,0,1,J Balvin,2014-10-04,2014,10,Otoño,Single,100.0,30.64279993046282,0,5,4
Nicky Jam,Experimental,133,233,9,0,1,0,0,,2014-10-06,2014,10,Otoño,Single,100.0,48.757042663012015,0,0,4
Paulo Londra,Urbano,122,250,6,1,1,0,1,Post Malone,2014-10-06,2014,10,Otoño,Album,100.0,101.14174357081787,0,0,4
J Balvin,Techno,151,198,1,1,1,0,0,,2014-10-07,2014,10,Otoño,Single,33.888785050209265,22.54269655088513,0,1,4
Charlie Puth,Funk,93,357,5,0,0,1,0,,2014-10-08,2014,10,Otoño,Single,1.0,14.427675059280435,0,2,4
Jack Harlow,Rap,179,275,2,0,0,1,0,,2014-10-08,2014,10,Otoño,Album,3.9822244510771556,1.0,0,2,4
Harry Styles,Synthwave,195,243,4,0,0,1,0,,2014-10-12,2014,10,Otoño,Single,100.0,95.20282118810243,0,6,4
Twenty One Pilots,Electrónica,129,283,6,1,0,1,0,,2014-10-16,2014,10,Otoño,Album,1.0,5.056782186276559,0,3,4
Feid,Urbano,67,119,8,0,0,1,0,,2014-10-18,2014,10,Otoño,Single,100.0,13.849250691280533,0,5,4
Ozuna,Lofi,101,387,4,0,0,1,0,,2014-10-18,2014,10,Otoño,Single,100.0,48.29868974987954,0,5,4
Camila Cabello,Disco,109,198,10,1,0,1,0,,2014-10-20,2014,10,Otoño,Album,100.0,13.88956294235896,1,0,4
Dua Lipa,Urbano,119,367,10,1,0,1,1,Taylor Swift,2014-10-20,2014,10,Otoño,Single,100.0,29.048744425744143,0,0,4
Post Malone,Metal,109,410,11,1,0,1,0,,2014-10-21,2014,10,Otoño,Single,100.0,61.91194274972868,0,1,4
Peso Pluma,Punk,158,256,2,0,1,0,0,,2014-10-22,2014,10,Otoño,Single,1.0,1.0,0,2,4
Blackpink,Latino,80,387,0,0,1,0,0,,2014-10-23,2014,10,Otoño,Album,89.21507682363136,28.745592326888413,0,3,4
David Guetta,Jazz,60,152,8,0,0,1,0,,2014-10-24,2014,10,Otoño,Album,100.0,48.741865977244295,0,4,4
Kanye West,Soul,84,111,1,1,0,1,1,Imagine Dragons,2014-10-24,2014,10,Otoño,Single,5.1539571607105845,3.08630597587071,0,4,4
Halsey,Funk,80,327,7,0,1,0,0,,2014-10-26,2014,10,Otoño,Single,21.687158338453724,10.271779966496227,0,6,4
Lil Baby,Soul,79,328,9,0,0,1,0,,2014-10-26,2014,10,Otoño,Single,100.0,22.570141916184607,0,6,4
J Balvin,Disco,152,172,5,0,1,0,1,Post Malone,2014-10-28,2014,10,Otoño,Single,66.45331894213184,18.15887607494468,0,1,4
Demi Lovato,Metal,135,154,6,1,0,1,0,,2014-10-29,2014,10,Otoño,Single,1.2014444462899123,1.6687163944167207,0,2,4
Dua Lipa,Urbano,113,301,2,0,1,0,0,,2014-11-02,2014,11,Otoño,Single,100.0,44.32582100831783,0,6,4
Farruko,Punk,185,242,1,1,0,1,0,,2014-11-06,2014,11,Otoño,Album,100.0,37.586613746772706,0,3,4
Juice WRLD,Trap,90,187,0,0,1,0,1,Young Thug,2014-11-07,2014,11,Otoño,Single,1.886643105567157,3.6726331282024196,0,4,4
Miley Cyrus,Blues,100,241,8,0,0,1,1,María Becerra,2014-11-08,2014,11,Otoño,Album,1.0,2.713964882909346,0,5,4
Rauw Alejandro,Country,63,112,7,0,0,1,1,Lady Gaga,2014-11-09,2014,11,Otoño,Single,1.0924121227525962,17.933540280113277,0,6,4
Lil Uzi Vert,Funk,132,263,7,1,0,1,0,,2014-11-12,2014,11,Otoño,Album,1.0,1.4069820798424841,0,2,4
Post Malone,Disco,121,334,6,1,0,1,1,The Weeknd,2014-11-15,2014,11,Otoño,Album,100.0,24.42762016751691,0,5,4
Calvin Harris,Folk,128,190,1,0,1,0,1,Ariana Grande,2014-11-17,2014,11,Otoño,Album,5.293858601673277,4.713611033233634,0,0,4
Lewis Capaldi,Punk,163,163,4,1,0,1,1,Jack Harlow,2014-11-17,2014,11,Otoño,Single,1.0,12.311902473347542,0,0,4
Lil Nas X,Indie,120,89,1,1,0,1,0,,2014-11-18,2014,11,Otoño,Album,100.0,52.007309760779684,1,1,4
Olivia Rodrigo,Trap,143,225,7,1,0,1,0,,2014-11-20,2014,11,Otoño,Single,1.0,1.3957121276113802,0,3,4
Young Thug,Experimental,110,461,5,0,0,1,0,,2014-11-23,2014,11,Otoño,Album,55.91952354237916,13.229344261980865,0,6,4
Ed Sheeran,Metal,116,309,7,1,0,1,1,Eminem,2014-11-25,2014,11,Otoño,Album,100.0,66.17229226986494,0,1,4
Bad Bunny,Disco,112,351,1,1,0,1,1,Nicky Jam,2014-11-27,2014,11,Otoño,Single,1.0,2.8292978295401796,0,3,4
Manuel Turizo,Lofi,63,192,0,0,0,1,0,,2014-12-02,2014,12,Invierno,Album,1.0,1.0616390661255213,0,1,4
Selena Gomez,K-Pop,92,314,1,1,0,1,1,María Becerra,2014-12-02,2014,12,Invierno,Single,1.028703219442389,20.448391814282104,0,1,4
Migos,Country,79,356,11,0,0,1,0,,2014-12-11,2014,12,Invierno,Single,1.0,11.805608486515599,1,3,4
Charlie Puth,Funk,134,284,8,1,0,1,1,Zara Larsson,2014-12-18,2014,12,Invierno,Single,1.0,1.0,0,3,4
The Kid LAROI,Metal,158,438,10,0,0,1,1,Tini,2014-12-20,2014,12,Invierno,Single,1.0,1.9678916952436976,0,5,4
Anitta,Dance,126,164,7,0,0,1,1,Juice WRLD,2014-12-21,2014,12,Invierno,Single,2.601843983299179,2.090103238852763,0,6,4
Sam Smith,Funk,129,349,8,0,0,1,1,Coldplay,2014-12-21,2014,12,Invierno,Album,100.0,19.573128057328372,0,6,4
Cardi B,K-Pop,105,386,3,0,1,0,1,Sam Smith,2014-12-23,2014,12,Invierno,Single,1.0,17.764597706842512,0,1,4
Ed Sheeran,Metal,152,220,5,0,0,1,1,Kendrick Lamar,2014-12-23,2014,12,Invierno,Single,100.0,16.843610599599092,0,1,4
Daddy Yankee,Indie,110,182,8,0,0,1,0,,2014-12-25,2014,12,Invierno,Single,6.439140899687567,12.365890827630913,0,3,4
Katy Perry,Synthwave,79,469,3,1,1,0,1,The Weeknd,2014-12-26,2014,12,Invierno,Single,1.0857386641374205,1.2631610786866239,0,4,4
Maluma,Hip Hop,107,208,2,1,0,1,1,Katy Perry,2014-12-26,2014,12,Invierno,Album,1.0,1.0,0,4,4
Migos,Indie,87,149,5,0,0,1,0,,2014-12-27,2014,12,Invierno,Single,1.0,0.11475582157114417,0,5,4
Martin Garrix,Country,66,177,1,0,0,1,0,,2014-12-30,2014,12,Invierno,Single,100.0,35.83213130272486,0,1,4
Post Malone,Disco,115,378,1,0,0,1,0,,2015-01-06,2015,1,Invierno,Album,100.0,66.3145323407912,0,1,1
Kendrick Lamar,Lofi,92,154,0,1,0,1,0,,2015-01-07,2015,1,Invierno,Album,100.0,9.86022578464584,0,2,1
Anuel AA,Flamenco,92,261,11,1,1,0,0,,2015-01-09,2015,1,Invierno,Single,1.3534701679088577,1.2041735584097462,0,4,1
Coldplay,Reggaeton,79,200,6,0,1,0,1,Maroon 5,2015-01-09,2015,1,Invierno,Single,1.2428458934534912,17.517033994823514,0,4,1
Harry Styles,Jazz,181,352,9,1,0,1,1,Anuel AA,2015-01-09,2015,1,Invierno,Album,100.0,83.35204408348373,0,4,1
Martin Garrix,Country,113,199,4,0,0,1,0,,2015-01-10,2015,1,Invierno,Album,100.0,25.962779204654776,0,5,1
Shawn Mendes,Clásica,136,271,6,0,0,1,0,,2015-01-11,2015,1,Invierno,Single,100.0,61.33519641369819,0,6,1
Feid,Drill,107,108,9,0,1,0,0,,2015-01-19,2015,1,Invierno,Single,89.06566161795344,21.645089300591078,0,0,1
Camila Cabello,Disco,143,110,1,0,0,1,1,Manuel Turizo,2015-01-20,2015,1,Invierno,Single,67.63535155651623,77.48101049961758,0,1,1
Beyoncé,Hip Hop,112,216,10,0,0,1,0,,2015-01-25,2015,1,Invierno,Single,1.0,5.277216235931009,1,6,1
Cardi B,K-Pop,111,374,3,1,1,0,0,,2015-01-25,2015,1,Invierno,Single,1.0,1.0,0,6,1
Justin Bieber,Rock,154,163,7,0,0,1,0,,2015-01-27,2015,1,Invierno,Single,81.36323237110899,3.082779603903444,1,1,1
Karol G,Indie,144,299,7,1,0,1,1,Young Thug,2015-01-27,2015,1,Invierno,Single,76.50306784824612,13.318688330957631,0,1,1
Jhayco,Rock,153,292,9,1,0,1,1,Young Thug,2015-01-29,2015,1,Invierno,Album,18.632582689508695,6.738470782080383,0,3,1
DaBaby,Flamenco,85,352,7,0,0,1,1,Kanye West,2015-01-30,2015,1,Invierno,Album,97.5070282673656,42.89328684867716,0,4,1
Imagine Dragons,Blues,123,236,3,1,1,0,0,,2015-02-05,2015,2,Invierno,Single,1.0,10.587790753872698,0,3,1
The Weeknd,Synthwave,79,202,9,0,0,1,1,Megan Thee Stallion,2015-02-05,2015,2,Invierno,Single,81.25205297418782,18.808138555706794,0,3,1
Bruno Mars,Rap,132,220,9,0,0,1,1,Lady Gaga,2015-02-06,2015,2,Invierno,Single,1.0,1.0026831585363747,0,4,1
Nicky Jam,Punk,110,193,5,0,0,1,0,,2015-02-06,2015,2,Invierno,Single,100.0,3.648077629150366,0,4,1
Harry Styles,Folk,180,534,1,0,1,0,0,,2015-02-09,2015,2,Invierno,Album,100.0,74.69939542670706,0,0,1
Rosalía,Synthwave,104,263,9,0,0,1,1,María Becerra,2015-02-10,2015,2,Invierno,Single,1.0,28.508331610668662,0,1,1
Myke Towers,Reggaeton,109,161,9,0,0,1,0,,2015-02-11,2015,2,Invierno,Album,100.0,20.62583385537524,0,2,1
Peso Pluma,Punk,200,231,10,0,0,1,1,Taylor Swift,2015-02-13,2015,2,Invierno,Album,1.0,1.0,0,4,1
Lil Baby,Soul,81,188,4,1,1,0,1,Megan Thee Stallion,2015-02-14,2015,2,Invierno,Album,100.0,72.81763501391347,0,5,1
Rauw Alejandro,Country,98,166,3,1,0,1,0,,2015-02-16,2015,2,Invierno,Single,1.708158117970878,1.4535685729863113,0,0,1
Zara Larsson,Techno,111,347,5,0,1,0,1,Ariana Grande,2015-02-16,2015,2,Invierno,Single,8.270612384108768,14.88963810482617,0,0,1
Imagine Dragons,Blues,122,184,8,1,0,1,0,,2015-02-18,2015,2,Invierno,Single,4.513474447337237,6.522034068762256,0,2,1
J Balvin,Techno,148,200,6,0,0,1,1,The Kid LAROI,2015-02-19,2015,2,Invierno,Single,57.446949005012506,16.58709577943589,0,3,1
María Becerra,Jazz,86,247,9,1,0,1,0,,2015-02-20,2015,2,Invierno,Single,17.266497254154487,2.756810267068699,0,4,1
BTS,House,162,172,11,1,1,0,0,,2015-02-22,2015,2,Invierno,Single,1.0,1.0,0,6,1
Halsey,Pop Latino,120,294,1,1,0,1,1,Sam Smith,2015-02-24,2015,2,Invierno,Album,34.98075246500416,6.676381963540623,0,1,1
Lady Gaga,Indie,75,162,8,0,1,0,1,Jhayco,2015-02-25,2015,2,Invierno,Single,8.143566557500606,1.3803360570796206,0,2,1
Maroon 5,Flamenco,123,217,4,0,0,1,0,,2015-02-25,2015,2,Invierno,Single,51.03257736869609,66.0519326616823,0,2,1
DaBaby,Drill,141,181,0,1,1,0,1,BTS,2015-02-26,2015,2,Invierno,Album,91.82536962125084,36.50010231714795,0,3,1
Bruno Mars,Rap,133,185,1,0,0,1,1,Rosalía,2015-02-28,2015,2,Invierno,Single,1.0,1.1485175116919044,0,5,1
Camila Cabello,Funk,107,186,8,0,0,1,0,,2015-02-28,2015,2,Invierno,Single,32.78783988004819,1.5485309143616333,0,5,1
Lil Nas X,Tropical,143,150,5,1,0,1,1,Camila Cabello,2015-02-28,2015,2,Invierno,Single,100.0,126.36142904034156,0,5,1
Lil Baby,Soul,76,161,9,0,0,1,0,,2015-03-02,2015,3,Primavera,Album,100.0,76.23808201505429,0,0,1
Eminem,Experimental,134,282,9,1,0,1,1,Young Thug,2015-03-03,2015,3,Primavera,Single,1.0,0.987293077961485,0,1,1
Zara Larsson,Techno,145,340,1,1,1,0,0,,2015-03-03,2015,3,Primavera,Single,5.478688922843008,12.538264836963794,0,1,1
Selena Gomez,K-Pop,116,276,3,0,0,1,1,Shawn Mendes,2015-03-06,2015,3,Primavera,Single,1.31017645283815,3.606066743767471,0,4,1
Ariana Grande,Techno,185,349,3,1,0,1,1,J Balvin,2015-03-07,2015,3,Primavera,Album,100.0,13.864443456384844,0,5,1
Charlie Puth,Funk,98,160,6,1,0,1,0,,2015-03-09,2015,3,Primavera,Single,1.0,1.0,0,0,1
Doja Cat,Experimental,111,447,3,1,0,1,0,,2015-03-09,2015,3,Primavera,Single,1.028607467492398,14.246943844186257,0,0,1
Sebastian Yatra,Pop Latino,108,355,10,1,0,1,1,Lewis Capaldi,2015-03-10,2015,3,Primavera,Album,1.0,1.0,0,1,1
Don Omar,Experimental,99,241,3,1,0,1,0,,2015-03-13,2015,3,Primavera,Single,1.0,3.0482596206181753,0,4,1
Wisin & Yandel,Country,149,424,5,1,1,0,1,Lil Uzi Vert,2015-03-13,2015,3,Primavera,Single,4.032636322251295,22.396102506321544,0,4,1
Billie Eilish,Rock,76,293,0,0,0,1,0,,2015-03-14,2015,3,Primavera,Single,4.546011003619089,12.530521416984781,0,5,1
Taylor Swift,Folk,122,330,10,0,0,1,0,,2015-03-14,2015,3,Primavera,Album,1.0,6.955413210584445,0,5,1
María Becerra,Soul,69,224,0,0,0,1,1,Manuel Turizo,2015-03-16,2015,3,Primavera,Single,7.348292624998768,3.5954779978509377,0,0,1
Migos,Indie,60,330,7,1,0,1,0,,2015-03-17,2015,3,Primavera,Single,1.0,1.10337670099724,0,1,1
Tini,Blues,77,139,6,1,1,0,1,Imagine Dragons,2015-03-18,2015,3,Primavera,Album,11.276923157030975,1.6589838593973796,1,2,1
Alan Walker,Funk,122,269,1,0,1,0,1,Bad Bunny,2015-03-19,2015,3,Primavera,Single,1.0,1.0197264386314882,0,3,1
Doja Cat,Lofi,127,254,10,0,1,0,1,Alan Walker,2015-03-19,2015,3,Primavera,Single,1.0,1.2233572820890197,0,3,1
Demi Lovato,Metal,107,239,10,1,0,1,1,Lil Nas X,2015-03-20,2015,3,Primavera,Single,12.827989526917598,5.700708744698785,0,4,1
Halsey,Funk,126,325,2,1,0,1,1,Shawn Mendes,2015-03-21,2015,3,Primavera,Album,33.86880629981596,11.797356779148828,0,5,1
BTS,House,165,232,11,0,0,1,0,,2015-03-22,2015,3,Primavera,Album,1.0,1.0,0,6,1
Cardi B,K-Pop,100,311,2,1,0,1,0,,2015-03-22,2015,3,Primavera,Single,1.0,2.73422690564308,0,6,1
Nicki Minaj,Reggaeton,80,216,0,0,0,1,1,Demi Lovato,2015-03-23,2015,3,Primavera,Album,84.27388601447605,22.26624032961644,0,0,1
Young Thug,Experimental,117,511,1,1,0,1,1,Eminem,2015-03-24,2015,3,Primavera,Album,78.59208238740645,2.3463790629370207,0,1,1
Lewis Capaldi,Experimental,135,177,3,0,0,1,1,Migos,2015-03-25,2015,3,Primavera,Single,1.0,12.298178454907566,0,2,1
Billie Eilish,Reggaeton,79,236,7,1,0,1,0,,2015-03-26,2015,3,Primavera,Single,1.0,28.22515025463984,0,3,1
Megan Thee Stallion,Drill,67,352,4,0,1,0,0,,2015-03-28,2015,3,Primavera,Album,1.0,15.008192440130706,0,5,1
Shakira,Hip Hop,105,161,4,1,1,0,1,Karol G,2015-03-28,2015,3,Primavera,Single,1.0,1.0052663168660654,0,5,1
Jack Harlow,Punk,172,232,0,1,0,1,0,,2015-03-30,2015,3,Primavera,Album,1.0,1.3343153282990223,0,0,1
Sebastian Yatra,Urbano,139,280,8,0,0,1,1,Calvin Harris,2015-03-30,2015,3,Primavera,Single,1.0,17.706515822075175,0,0,1
Drake,Clásica,115,190,9,1,0,1,0,,2015-03-31,2015,3,Primavera,Album,100.0,37.231570419821,0,1,1
Young Thug,Experimental,72,312,2,1,0,1,0,,2015-03-31,2015,3,Primavera,Single,34.75459705388225,48.84840904114515,0,1,1
Juice WRLD,Trap,130,232,5,0,0,1,0,,2015-04-02,2015,4,Primavera,Album,15.173627483318956,26.378421443061583,0,3,2
Lil Uzi Vert,Funk,76,154,8,0,0,1,0,,2015-04-02,2015,4,Primavera,Single,1.0,1.4174598047084879,0,3,2
Paulo Londra,K-Pop,105,225,8,1,0,1,1,Billie Eilish,2015-04-05,2015,4,Primavera,Single,100.0,122.93322223953966,0,6,2
Rauw Alejandro,Country,108,132,7,0,0,1,0,,2015-04-07,2015,4,Primavera,Single,6.730169917992387,1.4736858265893211,0,1,2
Drake,Clásica,139,146,10,1,0,1,1,Katy Perry,2015-04-10,2015,4,Primavera,Single,100.0,0.4157762860005121,0,4,2
Lil Nas X,Indie,120,98,8,0,0,1,0,,2015-04-10,2015,4,Primavera,Single,100.0,56.52125612716677,0,4,2
Feid,Drill,60,166,0,1,0,1,0,,2015-04-11,2015,4,Primavera,Single,100.0,9.411863696411547,0,5,2
