artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,dia_semana,estacion,tipo_lanzamiento,calidad_intrinseca,popularidad,categoria_popularidad,exito,hit_viral
BTS,Clásica,104,225,9,0,0,1,0,,2014-04-06,2014,4,6,Primavera,Single,51,32.28,Media,0,0
Migos,Punk,119,193,5,0,0,1,0,,2014-04-11,2014,4,4,Primavera,Single,50,34.64,Media,0,0
María Becerra,Punk,106,222,0,1,0,1,0,,2014-04-14,2014,4,0,Primavera,Album,71,44.55,Media,0,0
Justin Bieber,Funk,107,168,6,0,0,1,0,,2014-04-17,2014,4,3,Primavera,Single,46,47.42,Media,0,0
Post Malone,Blues,126,152,10,0,0,1,0,,2014-04-20,2014,4,6,Primavera,Single,79,39.47,Media,0,0
DaBaby,Tropical,112,257,8,1,1,0,0,,2014-04-22,2014,4,1,Primavera,Single,34,21.37,Baja,0,0
Billie Eilish,Country,88,265,11,0,0,1,0,,2014-04-23,2014,4,2,Primavera,Single,75,46.99,Media,0,0
Kendrick Lamar,Metal,151,199,3,1,0,1,0,,2014-04-23,2014,4,2,Primavera,Album,79,44.27,Media,0,0
Dua Lipa,Reggaeton,104,231,9,0,0,1,0,,2014-04-27,2014,4,6,Primavera,Album,48,57.51,Media,1,0
Anuel AA,Jazz,92,223,7,1,0,1,1,Wisin & Yandel,2014-04-29,2014,4,1,Primavera,Album,67,100.0,Alta,1,1
Drake,Metal,91,211,6,0,0,1,0,,2014-04-29,2014,4,1,Primavera,Single,41,32.65,Media,0,0
Young Thug,Alternativo,121,144,5,0,0,1,0,,2014-04-30,2014,4,2,Primavera,Single,68,53.35,Media,1,0
Imagine Dragons,Latino,127,249,3,1,0,1,1,Miley Cyrus,2014-05-05,2014,5,0,Primavera,Single,39,29.2,Baja,0,0
Olivia Rodrigo,Reggaeton,99,183,11,0,0,1,0,,2014-05-11,2014,5,6,Primavera,Single,48,90.61,Alta,1,1
Jack Harlow,R&B,102,149,2,1,0,1,0,,2014-05-12,2014,5,0,Primavera,Album,37,57.03,Media,1,0
Demi Lovato,Techno,138,203,7,0,0,1,0,,2014-05-13,2014,5,1,Primavera,Album,93,54.67,Media,1,0
Halsey,Synthwave,126,173,4,0,0,1,0,,2014-05-14,2014,5,2,Primavera,Album,67,58.07,Media,1,0
Harry Styles,Funk,103,155,6,1,0,1,0,,2014-05-14,2014,5,2,Primavera,Single,44,30.47,Media,0,0
Manuel Turizo,Trap,80,260,3,0,0,1,0,,2014-05-15,2014,5,3,Primavera,Single,85,54.32,Media,1,0
Sam Smith,Urbano,111,183,7,1,1,0,0,,2014-05-21,2014,5,2,Primavera,Album,33,31.47,Media,0,0
Shawn Mendes,Clásica,80,170,10,0,0,1,0,,2014-05-22,2014,5,3,Primavera,Album,76,40.28,Media,0,0
Rauw Alejandro,Indie,104,277,3,0,0,1,0,,2014-05-27,2014,5,1,Primavera,Album,57,42.13,Media,0,0
Ariana Grande,Alternativo,99,210,9,0,0,1,0,,2014-05-31,2014,5,5,Primavera,Single,59,48.91,Media,0,0
Kanye West,Synthwave,124,151,9,1,0,1,1,Halsey,2014-05-31,2014,5,5,Primavera,Album,31,21.54,Baja,0,0
María Becerra,Reggaeton,88,159,4,1,0,1,1,Billie Eilish,2014-05-31,2014,5,5,Primavera,Album,41,40.38,Media,0,0
Dua Lipa,Reggaeton,95,180,3,0,0,1,1,Blackpink,2014-06-02,2014,6,0,Verano,Single,76,79.83,Alta,1,0
Nicki Minaj,Trap,150,187,3,0,0,1,0,,2014-06-02,2014,6,0,Verano,Album,58,49.35,Media,0,0
Zara Larsson,Dance,86,193,7,1,0,1,0,,2014-06-07,2014,6,5,Verano,Single,52,46.76,Media,0,0
Katy Perry,Lofi,100,275,6,0,1,0,0,,2014-06-08,2014,6,6,Verano,Album,44,46.01,Media,0,0
The Kid LAROI,Reggaeton,122,235,6,1,0,1,0,,2014-06-08,2014,6,6,Verano,Single,38,36.29,Media,0,0
Cardi B,Metal,103,133,11,1,0,1,1,Maluma,2014-06-09,2014,6,0,Verano,Single,47,56.31,Media,1,0
Miley Cyrus,Drill,86,229,11,0,0,1,0,,2014-06-15,2014,6,6,Verano,Single,39,48.33,Media,0,0
Olivia Rodrigo,Reggaeton,107,236,0,1,0,1,0,,2014-06-20,2014,6,4,Verano,Single,80,71.13,Alta,1,0
Rauw Alejandro,Indie,117,194,2,0,0,1,0,,2014-06-24,2014,6,1,Verano,Album,47,52.99,Media,1,0
Bruno Mars,Urbano,103,198,3,0,0,1,0,,2014-06-28,2014,6,5,Verano,Single,85,68.09,Media,1,0
Martin Garrix,Dance,127,157,10,1,0,1,0,,2014-06-29,2014,6,6,Verano,Album,77,63.78,Media,1,0
Don Omar,Dance,116,228,1,1,0,1,0,,2014-07-01,2014,7,1,Verano,Single,36,86.81,Alta,1,1
Lewis Capaldi,Pop Latino,120,228,10,1,0,1,0,,2014-07-02,2014,7,2,Verano,Album,87,55.0,Media,1,0
Lady Gaga,Pop Latino,129,189,2,0,1,0,1,Beyoncé,2014-07-04,2014,7,4,Verano,Single,91,100.0,Alta,1,1
Coldplay,Trap,134,258,9,1,0,1,0,,2014-07-05,2014,7,5,Verano,Single,36,57.64,Media,1,0
Eminem,Lofi,99,233,2,0,0,1,0,,2014-07-05,2014,7,5,Verano,Album,37,32.23,Media,0,0
Karol G,Trap,119,217,5,0,0,1,0,,2014-07-05,2014,7,5,Verano,Album,87,64.91,Media,1,0
Calvin Harris,Pop,122,159,7,0,1,0,0,,2014-07-06,2014,7,6,Verano,Album,68,50.02,Media,1,0
Rihanna,Trap,89,181,2,0,0,1,0,,2014-07-06,2014,7,6,Verano,Album,77,36.91,Media,0,0
Beyoncé,House,147,214,4,0,0,1,0,,2014-07-08,2014,7,1,Verano,Single,64,79.16,Alta,1,0
Maluma,R&B,102,225,2,1,0,1,0,,2014-07-08,2014,7,1,Verano,Album,34,31.67,Media,0,0
BTS,Punk,97,260,8,1,0,1,0,,2014-07-12,2014,7,5,Verano,Album,33,37.62,Media,0,0
Katy Perry,Lofi,117,167,5,1,0,1,1,Kanye West,2014-07-12,2014,7,5,Verano,Single,70,70.68,Alta,1,0
Myke Towers,Rock,106,277,0,0,1,0,0,,2014-07-12,2014,7,5,Verano,Album,51,46.04,Media,0,0
Nicky Jam,Tropical,154,257,4,0,0,1,0,,2014-07-12,2014,7,5,Verano,Single,72,53.38,Media,1,0
Maroon 5,Reggaeton,96,140,5,0,0,1,0,,2014-07-13,2014,7,6,Verano,Single,56,67.73,Media,1,0
Rosalía,K-Pop,106,262,0,1,1,0,0,,2014-07-13,2014,7,6,Verano,Album,55,67.47,Media,1,0
Travis Scott,Tropical,95,285,9,0,0,1,0,,2014-07-13,2014,7,6,Verano,Single,33,56.84,Media,1,1
Blackpink,Reggaeton,93,221,5,1,1,0,0,,2014-07-15,2014,7,1,Verano,Single,69,54.3,Media,1,0
Megan Thee Stallion,House,151,184,6,1,1,0,0,,2014-07-15,2014,7,1,Verano,Single,32,47.7,Media,0,0
Lil Nas X,Trap,104,230,6,0,0,1,1,Rihanna,2014-07-16,2014,7,2,Verano,Single,58,61.5,Media,1,0
Zara Larsson,Pop,76,218,8,1,0,1,0,,2014-07-16,2014,7,2,Verano,Album,83,55.31,Media,1,0
Camila Cabello,Synthwave,120,205,7,0,1,0,0,,2014-07-17,2014,7,3,Verano,Single,61,41.32,Media,0,0
Don Omar,Punk,145,228,6,0,0,1,1,Bad Bunny,2014-07-17,2014,7,3,Verano,Album,37,40.85,Media,0,0
Jhayco,Experimental,155,227,4,0,0,1,0,,2014-07-18,2014,7,4,Verano,Single,82,58.22,Media,1,0
Paulo Londra,Hip Hop,158,207,8,0,0,1,1,Karol G,2014-07-18,2014,7,4,Verano,Album,89,53.08,Media,1,0
Ed Sheeran,Punk,134,181,3,0,0,1,0,,2014-07-19,2014,7,5,Verano,Album,83,45.49,Media,0,0
Maluma,Metal,116,229,5,0,1,0,0,,2014-07-19,2014,7,5,Verano,Album,33,28.49,Baja,0,0
Alan Walker,Trap,130,211,8,0,0,1,1,Demi Lovato,2014-07-20,2014,7,6,Verano,Single,73,63.28,Media,1,0
The Weeknd,Techno,148,186,6,1,0,1,0,,2014-07-22,2014,7,1,Verano,Single,37,26.25,Baja,0,0
Daddy Yankee,Folk,109,215,10,0,0,1,0,,2014-07-27,2014,7,6,Verano,Album,71,52.03,Media,1,0
J Balvin,Rock,177,232,1,1,0,1,0,,2014-07-27,2014,7,6,Verano,Album,42,40.16,Media,0,0
Tini,Reggaeton,108,182,8,1,1,0,1,Maroon 5,2014-07-28,2014,7,0,Verano,Album,83,70.96,Alta,1,0
Calvin Harris,Funk,104,172,6,0,0,1,1,Demi Lovato,2014-07-29,2014,7,1,Verano,Single,35,98.9,Alta,1,1
Ariana Grande,Pop,134,202,11,1,0,1,0,,2014-08-02,2014,8,5,Verano,Album,33,49.79,Media,0,0
Imagine Dragons,Electrónica,118,216,11,0,1,0,0,,2014-08-04,2014,8,0,Verano,Single,82,47.25,Media,0,0
Katy Perry,Lofi,105,192,6,1,0,1,0,,2014-08-05,2014,8,1,Verano,Single,58,57.19,Media,1,0
Post Malone,Pop Latino,109,151,6,1,0,1,1,Lewis Capaldi,2014-08-05,2014,8,1,Verano,Album,75,59.11,Media,1,0
Rihanna,Trap,123,190,9,0,1,0,1,Twenty One Pilots,2014-08-05,2014,8,1,Verano,Album,89,58.08,Media,1,0
Lil Baby,Country,103,196,8,1,0,1,0,,2014-08-06,2014,8,2,Verano,Single,35,54.74,Media,1,0
Selena Gomez,Pop,149,229,7,0,0,1,0,,2014-08-07,2014,8,3,Verano,Single,78,67.78,Media,1,0
Dua Lipa,Reggaeton,93,234,3,0,0,1,0,,2014-08-08,2014,8,4,Verano,Album,85,71.55,Alta,1,0
Olivia Rodrigo,Reggaeton,102,219,4,1,0,1,1,Blackpink,2014-08-08,2014,8,4,Verano,Single,62,89.26,Alta,1,0
Justin Bieber,House,78,181,7,1,0,1,1,David Guetta,2014-08-11,2014,8,0,Verano,Single,56,61.34,Media,1,0
Bad Bunny,Tropical,99,178,1,1,1,0,1,Justin Bieber,2014-08-12,2014,8,1,Verano,Album,78,89.95,Alta,1,0
Cardi B,Lofi,114,131,11,0,1,0,0,,2014-08-13,2014,8,2,Verano,Album,59,53.85,Media,1,0
DaBaby,Synthwave,82,290,0,1,0,1,0,,2014-08-14,2014,8,3,Verano,Album,66,33.81,Media,0,0
Beyoncé,House,116,206,6,1,1,0,0,,2014-08-15,2014,8,4,Verano,Single,80,72.52,Alta,1,0
Harry Styles,Funk,96,173,8,1,0,1,1,Camila Cabello,2014-08-16,2014,8,5,Verano,Single,59,47.51,Media,0,0
Katy Perry,Lofi,105,172,11,1,1,0,0,,2014-08-16,2014,8,5,Verano,Album,50,48.31,Media,0,0
SZA,Rap,76,228,8,0,0,1,0,,2014-08-16,2014,8,5,Verano,Single,60,30.01,Media,0,0
Imagine Dragons,Lofi,119,207,1,0,0,1,0,,2014-08-18,2014,8,0,Verano,Single,39,33.14,Media,0,0
Ozuna,Folk,102,235,7,0,0,1,0,,2014-08-18,2014,8,0,Verano,Single,47,60.58,Media,1,0
Calvin Harris,Clásica,125,175,10,1,0,1,0,,2014-08-19,2014,8,1,Verano,Album,42,68.04,Media,1,1
Twenty One Pilots,Soul,92,157,0,1,1,0,1,Doja Cat,2014-08-19,2014,8,1,Verano,Album,84,53.32,Media,1,0
Anitta,Punk,126,215,4,1,0,1,0,,2014-08-20,2014,8,2,Verano,Single,48,56.53,Media,1,0
Jhayco,Clásica,126,202,4,1,0,1,0,,2014-08-20,2014,8,2,Verano,Single,56,41.38,Media,0,0
Migos,Punk,111,223,9,1,0,1,1,Don Omar,2014-08-22,2014,8,4,Verano,Single,70,69.18,Media,1,0
Feid,Blues,101,214,9,0,0,1,1,Post Malone,2014-08-23,2014,8,5,Verano,Album,52,46.37,Media,0,0
Ariana Grande,Synthwave,132,202,5,1,1,0,1,Imagine Dragons,2014-08-26,2014,8,1,Verano,Album,37,47.28,Media,0,0
Adele,House,105,193,7,1,1,0,0,,2014-08-27,2014,8,2,Verano,Single,47,54.75,Media,1,0
Coldplay,Trap,97,195,10,0,1,0,0,,2014-08-27,2014,8,2,Verano,Single,52,58.79,Media,1,0
Farruko,Lofi,99,194,7,0,1,0,1,Sebastian Yatra,2014-08-27,2014,8,2,Verano,Single,72,66.96,Media,1,0
Miley Cyrus,Synthwave,72,226,5,1,1,0,1,Rihanna,2014-08-27,2014,8,2,Verano,Single,82,69.32,Media,1,0
David Guetta,Country,90,199,5,0,0,1,0,,2014-08-28,2014,8,3,Verano,Album,75,58.87,Media,1,0
Tini,Reggaeton,96,184,2,1,0,1,0,,2014-08-30,2014,8,5,Verano,Album,93,73.55,Alta,1,0
Doja Cat,Flamenco,117,172,0,1,0,1,1,Cardi B,2014-09-01,2014,9,0,Otoño,Album,74,40.28,Media,0,0
Cardi B,Lofi,84,157,3,1,1,0,1,Coldplay,2014-09-05,2014,9,4,Otoño,Single,86,60.33,Media,1,0
Wisin & Yandel,R&B,83,218,7,0,0,1,1,Billie Eilish,2014-09-07,2014,9,6,Otoño,Single,40,32.73,Media,0,0
Halsey,Synthwave,111,182,1,1,0,1,0,,2014-09-09,2014,9,1,Otoño,Single,65,50.24,Media,1,0
Shakira,K-Pop,106,234,5,1,0,1,0,,2014-09-11,2014,9,3,Otoño,Album,84,54.73,Media,1,0
Ozuna,Folk,116,259,8,0,0,1,0,,2014-09-12,2014,9,4,Otoño,Single,60,41.23,Media,0,0
Miley Cyrus,Drill,119,205,11,1,0,1,0,,2014-09-13,2014,9,5,Otoño,Single,55,44.69,Media,0,0
Lil Baby,Reggaeton,93,181,2,0,0,1,0,,2014-09-14,2014,9,6,Otoño,Single,88,47.96,Media,0,0
Harry Styles,Funk,121,182,8,0,0,1,1,Jack Harlow,2014-09-18,2014,9,3,Otoño,Single,77,36.62,Media,0,0
Jack Harlow,Clásica,77,165,2,1,0,1,0,,2014-09-19,2014,9,4,Otoño,Single,31,64.45,Media,1,1
Wisin & Yandel,Drill,79,200,5,1,0,1,0,,2014-09-19,2014,9,4,Otoño,Album,43,27.36,Baja,0,0
Peso Pluma,Country,117,231,4,0,0,1,0,,2014-09-22,2014,9,0,Otoño,Single,80,38.78,Media,0,0
Lil Uzi Vert,Punk,106,200,3,1,0,1,0,,2014-09-27,2014,9,5,Otoño,Single,54,32.08,Media,0,0
Alan Walker,Trap,91,184,0,0,0,1,0,,2014-09-28,2014,9,6,Otoño,Single,69,90.97,Alta,1,1
Maluma,Latino,92,224,0,1,0,1,0,,2014-09-28,2014,9,6,Otoño,Album,87,34.54,Media,0,0
Kendrick Lamar,Indie,138,164,6,1,0,1,1,Miley Cyrus,2014-09-29,2014,9,0,Otoño,Album,85,51.75,Media,1,0
Maroon 5,Rap,72,207,5,1,0,1,1,Harry Styles,2014-09-29,2014,9,0,Otoño,Single,53,54.83,Media,1,0
Ed Sheeran,Punk,157,211,3,0,1,0,0,,2014-10-01,2014,10,2,Otoño,Single,62,26.42,Baja,0,0
Sam Smith,Funk,132,231,3,0,1,0,0,,2014-10-08,2014,10,2,Otoño,Album,74,41.27,Media,0,0
Tini,Reggaeton,105,171,2,0,0,1,0,,2014-10-08,2014,10,2,Otoño,Single,50,37.98,Media,0,0
Charlie Puth,Drill,77,172,5,0,0,1,0,,2014-10-10,2014,10,4,Otoño,Single,74,84.63,Alta,1,1
Jack Harlow,R&B,87,182,0,1,0,1,1,Wisin & Yandel,2014-10-13,2014,10,0,Otoño,Album,60,57.49,Media,1,0
Justin Bieber,Blues,114,285,6,0,1,0,0,,2014-10-13,2014,10,0,Otoño,Single,43,70.72,Alta,1,1
Billie Eilish,Country,88,271,11,1,0,1,0,,2014-10-15,2014,10,2,Otoño,Album,86,54.22,Media,1,0
Feid,Trap,130,210,0,1,0,1,1,Megan Thee Stallion,2014-10-18,2014,10,5,Otoño,Album,66,46.56,Media,0,0
Sebastian Yatra,Folk,115,192,0,1,1,0,0,,2014-10-18,2014,10,5,Otoño,Single,65,38.73,Media,0,0
Zara Larsson,R&B,93,237,9,1,0,1,0,,2014-10-18,2014,10,5,Otoño,Album,49,40.81,Media,0,0
Harry Styles,Funk,89,225,6,0,0,1,0,,2014-10-20,2014,10,0,Otoño,Single,71,30.35,Media,0,0
Taylor Swift,Synthwave,107,152,2,0,1,0,1,Ariana Grande,2014-10-20,2014,10,0,Otoño,Single,36,43.28,Media,0,0
The Weeknd,Punk,139,179,10,0,1,0,0,,2014-10-21,2014,10,1,Otoño,Single,87,31.66,Media,0,0
DaBaby,Synthwave,117,282,1,1,1,0,1,Halsey,2014-10-22,2014,10,2,Otoño,Single,29,22.51,Baja,0,0
Ed Sheeran,Tropical,174,174,10,1,1,0,1,Bruno Mars,2014-10-22,2014,10,2,Otoño,Single,68,74.26,Alta,1,1
Lil Baby,Experimental,93,234,5,1,0,1,0,,2014-10-29,2014,10,2,Otoño,Album,47,37.81,Media,0,0
David Guetta,Reggaeton,79,281,3,1,0,1,0,,2014-10-30,2014,10,3,Otoño,Single,63,41.87,Media,0,0
Selena Gomez,Metal,114,210,7,1,0,1,0,,2014-11-03,2014,11,0,Otoño,Album,33,32.29,Media,0,0
Camila Cabello,Country,102,244,8,0,0,1,0,,2014-11-04,2014,11,1,Otoño,Single,62,31.42,Media,0,0
Juice WRLD,Experimental,96,205,7,0,0,1,0,,2014-11-08,2014,11,5,Otoño,Single,56,39.37,Media,0,0
SZA,Soul,115,247,4,1,0,1,1,Doja Cat,2014-11-10,2014,11,0,Otoño,Album,89,34.19,Media,0,0
DaBaby,Synthwave,90,252,8,0,1,0,0,,2014-11-13,2014,11,3,Otoño,Single,64,31.38,Media,0,0
Nicki Minaj,Urbano,130,171,2,1,0,1,1,Lil Nas X,2014-11-13,2014,11,3,Otoño,Single,84,49.47,Media,0,0
Tini,Reggaeton,103,171,0,1,0,1,0,,2014-11-14,2014,11,4,Otoño,Album,49,40.26,Media,0,0
Manuel Turizo,Folk,109,157,1,1,0,1,0,,2014-11-15,2014,11,5,Otoño,Single,53,33.97,Media,0,0
Rauw Alejandro,Experimental,98,261,4,0,0,1,0,,2014-11-19,2014,11,2,Otoño,Single,67,49.14,Media,0,0
Katy Perry,Lofi,110,254,8,1,1,0,1,Charlie Puth,2014-11-20,2014,11,3,Otoño,Single,71,100.0,Alta,1,1
Rihanna,Trap,134,192,2,1,0,1,0,,2014-11-22,2014,11,5,Otoño,Single,33,19.87,Baja,0,0
Blackpink,Reggaeton,92,263,10,0,0,1,0,,2014-11-23,2014,11,6,Otoño,Single,88,49.28,Media,0,0
Lil Baby,Trap,94,269,5,0,0,1,0,,2014-11-27,2014,11,3,Otoño,Single,74,46.05,Media,0,0
María Becerra,Reggaeton,85,196,2,1,0,1,0,,2014-11-27,2014,11,3,Otoño,Album,52,34.36,Media,0,0
The Kid LAROI,Folk,99,213,0,1,0,1,0,,2014-11-29,2014,11,5,Otoño,Single,73,32.61,Media,0,0
Farruko,Funk,86,198,9,1,0,1,0,,2014-11-30,2014,11,6,Otoño,Single,54,37.52,Media,0,0
Lady Gaga,Rock,121,190,0,0,0,1,0,,2014-12-02,2014,12,1,Invierno,Single,72,42.23,Media,0,0
Megan Thee Stallion,House,144,169,0,1,0,1,0,,2014-12-03,2014,12,2,Invierno,Single,80,60.74,Media,1,0
Rosalía,K-Pop,117,222,2,0,0,1,0,,2014-12-03,2014,12,2,Invierno,Album,58,46.14,Media,0,0
Daddy Yankee,Indie,85,210,11,1,0,1,0,,2014-12-04,2014,12,3,Invierno,Single,63,43.62,Media,0,0
Martin Garrix,Drill,122,191,8,0,0,1,0,,2014-12-06,2014,12,5,Invierno,Single,93,46.41,Media,0,0
Lil Nas X,Blues,96,221,8,0,0,1,0,,2014-12-07,2014,12,6,Invierno,Single,50,36.74,Media,0,0
Katy Perry,Lofi,113,290,9,0,0,1,0,,2014-12-09,2014,12,1,Invierno,Album,27,39.86,Media,0,0
Sam Smith,Hip Hop,101,226,7,0,0,1,1,Paulo Londra,2014-12-10,2014,12,2,Invierno,Single,93,59.58,Media,1,0
Young Thug,Lofi,103,126,7,0,0,1,0,,2014-12-11,2014,12,3,Invierno,Single,52,51.2,Media,1,0
Shawn Mendes,R&B,86,222,10,0,1,0,0,,2014-12-12,2014,12,4,Invierno,Album,61,33.52,Media,0,0
Anuel AA,Jazz,76,189,1,1,0,1,1,Twenty One Pilots,2014-12-13,2014,12,5,Invierno,Single,32,42.29,Media,0,0
Miley Cyrus,Synthwave,130,180,10,1,1,0,0,,2014-12-13,2014,12,5,Invierno,Single,79,88.97,Alta,1,1
Doja Cat,Disco,81,144,10,0,0,1,0,,2014-12-14,2014,12,6,Invierno,Single,51,28.73,Baja,0,0
Beyoncé,Flamenco,149,185,4,0,0,1,0,,2014-12-15,2014,12,0,Invierno,Single,38,44.19,Media,0,0
Drake,Metal,95,210,1,1,1,0,1,Maluma,2014-12-16,2014,12,1,Invierno,Album,72,36.8,Media,0,0
BTS,Clásica,81,256,0,0,0,1,1,Post Malone,2014-12-19,2014,12,4,Invierno,Single,87,44.1,Media,0,0
Cardi B,Lofi,106,128,11,0,0,1,0,,2014-12-20,2014,12,5,Invierno,Single,33,29.36,Baja,0,0
Olivia Rodrigo,Reggaeton,108,255,0,1,0,1,0,,2014-12-23,2014,12,1,Invierno,Single,46,59.19,Media,1,0
Kanye West,Reggaeton,105,177,1,1,0,1,0,,2014-12-27,2014,12,5,Invierno,Single,73,32.96,Media,0,0
Rauw Alejandro,Indie,115,202,3,1,0,1,1,Adele,2014-12-27,2014,12,5,Invierno,Single,31,52.14,Media,1,0
Demi Lovato,Techno,144,199,6,1,1,0,0,,2014-12-28,2014,12,6,Invierno,Album,65,41.75,Media,0,0
Lady Gaga,Rock,141,181,2,1,0,1,0,,2014-12-29,2014,12,0,Invierno,Single,39,30.12,Media,0,0
Beyoncé,House,131,230,2,0,1,0,0,,2014-12-30,2014,12,1,Invierno,Album,65,53.6,Media,1,0
Sam Smith,Trap,105,188,4,0,0,1,1,Manuel Turizo,2014-12-30,2014,12,1,Invierno,Single,82,47.85,Media,0,0
Bad Bunny,Reggaeton,100,191,4,1,0,1,1,Selena Gomez,2015-01-01,2015,1,3,Invierno,Single,79,66.34,Media,1,0
Post Malone,Trap,96,174,6,0,0,1,0,,2015-01-01,2015,1,3,Invierno,Single,85,44.34,Media,0,0
Lil Uzi Vert,Indie,90,217,1,1,0,1,0,,2015-01-02,2015,1,4,Invierno,Album,31,49.04,Media,0,1
Charlie Puth,Drill,98,207,2,0,0,1,0,,2015-01-03,2015,1,5,Invierno,Album,75,34.16,Media,0,0
BTS,Clásica,128,246,11,1,0,1,0,,2015-01-06,2015,1,1,Invierno,Single,33,22.82,Baja,0,0
Farruko,Soul,126,164,4,0,0,1,1,Doja Cat,2015-01-06,2015,1,1,Invierno,Album,39,36.52,Media,0,0
Maluma,Metal,108,224,5,1,0,1,1,Doja Cat,2015-01-06,2015,1,1,Invierno,Single,45,32.41,Media,0,0
Sam Smith,Trap,134,230,10,0,0,1,1,Feid,2015-01-09,2015,1,4,Invierno,Single,46,41.01,Media,0,0
Harry Styles,Funk,123,207,8,1,0,1,0,,2015-01-10,2015,1,5,Invierno,Single,76,29.64,Baja,0,0
Lady Gaga,Pop Latino,110,177,9,0,0,1,0,,2015-01-10,2015,1,5,Invierno,Single,37,23.73,Baja,0,0
Paulo Londra,Techno,158,228,1,1,0,1,0,,2015-01-10,2015,1,5,Invierno,Single,45,28.2,Baja,0,0
Jhayco,Electrónica,143,205,4,1,0,1,0,,2015-01-11,2015,1,6,Invierno,Single,82,48.28,Media,0,0
Doja Cat,Flamenco,86,298,8,0,0,1,1,Karol G,2015-01-12,2015,1,0,Invierno,Album,75,41.14,Media,0,0
Bruno Mars,Urbano,86,281,11,1,0,1,0,,2015-01-15,2015,1,3,Invierno,Album,87,55.19,Media,1,0
Alan Walker,Trap,99,233,6,1,0,1,0,,2015-01-16,2015,1,4,Invierno,Single,80,46.6,Media,0,0
Travis Scott,Tropical,105,276,4,1,0,1,0,,2015-01-16,2015,1,4,Invierno,Single,48,27.9,Baja,0,0
Post Malone,Blues,94,182,6,0,0,1,0,,2015-01-17,2015,1,5,Invierno,Album,71,35.54,Media,0,0
Dua Lipa,Tropical,104,198,8,1,1,0,1,Travis Scott,2015-01-20,2015,1,1,Invierno,Single,29,50.8,Media,1,0
Billie Eilish,Country,88,228,8,0,0,1,0,,2015-01-21,2015,1,2,Invierno,Single,60,47.48,Media,0,0
Ariana Grande,Synthwave,89,218,11,0,1,0,0,,2015-01-22,2015,1,3,Invierno,Single,30,29.87,Baja,0,0
Peso Pluma,Country,92,216,9,0,1,0,1,Karol G,2015-01-22,2015,1,3,Invierno,Album,68,79.37,Alta,1,1
Maluma,Pop Latino,112,198,4,1,0,1,1,Lewis Capaldi,2015-01-23,2015,1,4,Invierno,Album,40,32.36,Media,0,0
Rihanna,Trap,121,198,6,1,0,1,0,,2015-01-24,2015,1,5,Invierno,Single,81,30.2,Media,0,0
Lady Gaga,Rock,168,161,9,0,0,1,1,Feid,2015-01-25,2015,1,6,Invierno,Album,26,23.66,Baja,0,0
Sam Smith,Trap,74,153,6,0,0,1,0,,2015-01-27,2015,1,1,Invierno,Single,42,28.6,Baja,0,0
Halsey,Synthwave,106,259,8,1,0,1,0,,2015-01-31,2015,1,5,Invierno,Album,68,56.45,Media,1,0
Eminem,Lofi,80,200,11,1,0,1,0,,2015-02-01,2015,2,6,Invierno,Album,61,28.83,Baja,0,0
Beyoncé,Rock,136,214,1,0,0,1,0,,2015-02-02,2015,2,0,Invierno,Album,86,66.65,Media,1,0
Doja Cat,Flamenco,127,194,4,1,0,1,0,,2015-02-03,2015,2,1,Invierno,Album,78,70.03,Alta,1,1
The Weeknd,Punk,130,157,0,1,0,1,0,,2015-02-03,2015,2,1,Invierno,Single,65,28.73,Baja,0,0
Karol G,Flamenco,128,249,2,0,0,1,0,,2015-02-06,2015,2,4,Invierno,Album,36,35.38,Media,0,0
Paulo Londra,Techno,129,196,8,0,0,1,1,Demi Lovato,2015-02-06,2015,2,4,Invierno,Album,76,44.49,Media,0,0
Lewis Capaldi,Pop Latino,97,205,10,0,0,1,1,Lady Gaga,2015-02-09,2015,2,0,Invierno,Single,63,35.79,Media,0,0
Rosalía,K-Pop,113,267,11,1,1,0,0,,2015-02-09,2015,2,0,Invierno,Album,66,56.64,Media,1,0
Nicky Jam,Rock,160,203,11,0,0,1,1,Lady Gaga,2015-02-10,2015,2,1,Invierno,Single,59,35.03,Media,0,0
Calvin Harris,Pop,122,169,4,0,0,1,0,,2015-02-11,2015,2,2,Invierno,Single,85,50.18,Media,1,0
Adele,Tropical,105,190,4,0,0,1,0,,2015-02-18,2015,2,2,Invierno,Album,78,45.29,Media,0,0
Coldplay,Trap,142,211,11,0,0,1,1,Megan Thee Stallion,2015-02-18,2015,2,2,Invierno,Album,79,65.16,Media,1,0
Beyoncé,Rock,123,232,7,0,0,1,0,,2015-02-19,2015,2,3,Invierno,Album,62,45.55,Media,0,0
Billie Eilish,K-Pop,112,277,11,1,0,1,1,Tini,2015-02-19,2015,2,3,Invierno,Single,53,53.11,Media,1,0
Twenty One Pilots,Jazz,73,157,2,1,0,1,0,,2015-02-20,2015,2,4,Invierno,Single,85,41.58,Media,0,0
Eminem,Funk,128,170,2,0,0,1,0,,2015-02-22,2015,2,6,Invierno,Album,82,37.27,Media,0,0
Camila Cabello,Country,103,247,7,1,0,1,1,Demi Lovato,2015-02-23,2015,2,0,Invierno,Album,35,36.73,Media,0,0
